"Site_ID","ymdate","Q_vol_ft3_1","DA_sqft","runoff_ft"
"SR_07FL","2021-05",9808668,81711649.63384,0.120040019311247
"SR_07FL","2021-06",9473886,81711649.63384,0.115942904621968
"SR_07FL","2021-07",4409861.4,81711649.63384,0.0539685763261559
"SR_07FL","2021-08",5155680.6,81711649.63384,0.0630960288172279
"SR_07FL","2021-09",19329786,81711649.63384,0.236560956566403
"SR_07FL","2021-10",0,81711649.63384,0
"SR_09FL","2019-05",0,91075174.48228,0
"SR_09FL","2019-06",10387782,91075174.48228,0.114057228647101
"SR_09FL","2019-07",11034234,91075174.48228,0.121155233165618
"SR_09FL","2019-08",6275574,91075174.48228,0.0689054293409123
"SR_09FL","2019-09",3543120,91075174.48228,0.038903246907195
"SR_09FL","2019-10",6143603.4,91075174.48228,0.0674564000005877
"SR_09FL","2019-11",19059120,91075174.48228,0.209268004243113
"SR_09FL","2019-12",15297444,91075174.48228,0.167965025452423
"SR_09FL","2020-01",30970044,91075174.48228,0.34004924147607
"SR_09FL","2020-02",29641410,91075174.48228,0.325460919163731
"SR_09FL","2020-03",12211434,91075174.48228,0.13408081916303
"SR_09FL","2020-04",24612246,91075174.48228,0.270240997504635
"SR_09FL","2020-05",46039140,91075174.48228,0.505507019467282
"SR_09FL","2020-06",29564982,91075174.48228,0.324621744268547
"SR_09FL","2020-07",11111850,91075174.48228,0.122007452230157
"SR_09FL","2020-08",36314802,91075174.48228,0.398734366488264
"SR_09FL","2020-09",24114456,91075174.48228,0.264775292905882
"SR_09FL","2020-10",21955878,91075174.48228,0.241074234826438
"SR_09FL","2020-11",26758530,91075174.48228,0.293807068195145
"SR_09FL","2020-12",39079710,91075174.48228,0.429092891912093
"SR_09FL","2021-01",19651428,91075174.48228,0.215771510861321
"SR_09FL","2021-02",11341098,91075174.48228,0.124524581637849
"SR_09FL","2021-03",24226992,91075174.48228,0.266010931493891
"SR_09FL","2021-04",23180184,91075174.48228,0.254517041902676
"SR_09FL","2021-05",9452502,91075174.48228,0.103787909863836
"SR_09FL","2021-06",9806904,91075174.48228,0.107679222749203
"SR_09FL","2021-07",4516599.6,91075174.48228,0.0495919950269079
"SR_09FL","2021-08",4887194.4,91075174.48228,0.0536611038933653
"SR_09FL","2021-09",21987432,91075174.48228,0.241420695870069
"SR_09FL","2021-10",0,91075174.48228,0
"SR_10FL","2018-02",20748204,115082225.2302,0.180290257322512
"SR_10FL","2018-03",18914364,115082225.2302,0.164355216126256
"SR_10FL","2018-04",24657948,115082225.2302,0.214263740127344
"SR_10FL","2018-05",60902244,115082225.2302,0.529206346837461
"SR_10FL","2018-06",134582940,115082225.2302,1.1694502754947
"SR_10FL","2018-07",26187192,115082225.2302,0.227552012898756
"SR_10FL","2018-08",88122816,115082225.2302,0.765737852424448
"SR_10FL","2018-09",120135204,115082225.2302,1.04390755183689
"SR_10FL","2018-10",41698872,115082225.2302,0.362339813264728
"SR_10FL","2018-11",78372180,115082225.2302,0.681010293668127
"SR_10FL","2018-12",92581488,115082225.2302,0.804481211714567
"SR_10FL","2019-01",42050844,115082225.2302,0.365398252561465
"SR_10FL","2019-02",24835248,115082225.2302,0.215804377698831
"SR_10FL","2019-03",30235968,115082225.2302,0.262733605815483
"SR_10FL","2019-04",41914296,115082225.2302,0.364211727016561
"SR_10FL","2019-05",31047660,115082225.2302,0.269786754104685
"SR_10FL","2019-06",13565016,115082225.2302,0.117872381880571
"SR_10FL","2019-07",9676944,115082225.2302,0.0840872166022435
"SR_10FL","2019-08",7373952,115082225.2302,0.0640755076229176
"SR_10FL","2019-09",4722912,115082225.2302,0.0410394567063047
"SR_10FL","2019-10",9731772,115082225.2302,0.0845636411751115
"SR_10FL","2019-11",22193532,115082225.2302,0.192849347113389
"SR_10FL","2019-12",15830028,115082225.2302,0.137554065958796
"SR_10FL","2020-01",32207544,115082225.2302,0.279865495610421
"SR_10FL","2020-02",25716204,115082225.2302,0.223459391305301
"SR_10FL","2020-03",10919304,115082225.2302,0.0948826282960554
"SR_10FL","2020-04",22010436,115082225.2302,0.191258345552255
"SR_10FL","2020-05",40123548,115082225.2302,0.348651131134634
"SR_10FL","2020-06",23433156,115082225.2302,0.203620984501529
"SR_10FL","2020-07",9682704,115082225.2302,0.0841372677720786
"SR_10FL","2020-08",32226912,115082225.2302,0.280033792668991
"SR_10FL","2020-09",21099924,115082225.2302,0.183346506880568
"SR_10FL","2020-10",21292344,115082225.2302,0.185018528772873
"SR_10FL","2020-11",29862360,115082225.2302,0.259487161812053
"SR_10FL","2020-12",43352244,115082225.2302,0.376706688746087
"SR_10FL","2021-01",21353370.098616,115082225.2302,0.185548811346867
"SR_10FL","2021-02",13708173.740796,115082225.2302,0.119116342366299
"SR_10FL","2021-03",26287930.759536,115082225.2302,0.228427376225581
"SR_10FL","2021-04",22277083.406292,115082225.2302,0.193575361979063
"SR_10FL","2021-05",11092532.381172,115082225.2302,0.0963878857832607
"SR_10FL","2021-06",11697867.805968,115082225.2302,0.101647911157163
"SR_10FL","2021-07",5512716.79308,115082225.2302,0.0479024174415542
"SR_10FL","2021-08",5651090.51526,115082225.2302,0.0491048074883508
"SR_10FL","2021-09",20658540.758256,115082225.2302,0.179511134034231
"SR_10FL","2021-10",31615798.838184,115082225.2302,0.274723562000497
"SR_10FL","2021-11",30085561.29744,115082225.2302,0.261426655917189
"SR_10FL","2021-12",10578918.850812,115082225.2302,0.0919248722350554
